dataset,subject,session,task,stage,n_trials,mu_ERD_CV_contra,beta_ERD_CV_contra,mu_onset_latency_mean,mu_onset_latency_SD,beta_onset_latency_mean,beta_onset_latency_SD
Liu2024,13,0,T2,mid,7,1.9222394246821912,2.8132947065100837,0.6160714285714286,0.1415340515745311,0.5910714285714286,0.0547780773220641
Liu2024,13,0,T2,late,7,26.297821791204704,2.2464228388576037,0.5919642857142858,0.1557926981469875,0.8589285714285714,0.4922032411638966
Liu2024,14,0,T1,early,6,3.411285239403396,2.508505050176317,0.9458333333333334,0.365088935131641,0.8260416666666667,0.4655504228121327
Liu2024,14,0,T1,mid,7,2.385306021557347,55.449102692975536,1.0455357142857142,0.6169274591035144,0.6401785714285715,0.0934135117832183
Liu2024,14,0,T1,late,7,1.8689747253262936,69.26147487183542,1.1339285714285716,0.554042138583818,0.7741071428571429,0.403284901446476
Liu2024,14,0,T2,early,6,10.975777965362685,1.1765748614243412,1.0468750000000002,0.8564001541092419,0.5937500000000001,0.0693158531650588
Liu2024,14,0,T2,mid,7,1.340075485353827,1.9497813182291897,1.2267857142857146,0.6873434422856315,0.5857142857142856,0.06901040663907
Liu2024,14,0,T2,late,7,21.79967996700488,1.7682209534610385,0.6794642857142856,0.3463572275579544,0.8482142857142857,0.328207290458643
Liu2024,15,0,T1,early,6,1.029259377846962,3.520742590297831,0.7312500000000001,0.2655085529068068,0.7333333333333334,0.1311838457619263
Liu2024,15,0,T1,mid,7,2.0684654837225147,9.647060309439098,0.7107142857142856,0.3856915502558689,0.6839285714285713,0.1478588681748889
Liu2024,15,0,T1,late,7,2.8872182534932187,5.712164254374218,0.6517857142857143,0.1822697387200114,0.7830357142857143,0.1661913929228365
Liu2024,15,0,T2,early,6,81.28783466320932,4.567890391857306,0.6229166666666667,0.1647546576647295,0.9406249999999998,0.6418636399514048
Liu2024,15,0,T2,mid,7,1.1720785868514123,26.65641798689602,0.6553571428571429,0.2749478150857143,0.6866071428571429,0.1051905462501653
Liu2024,15,0,T2,late,7,8.85151348571237,3.4212293863350074,0.7348214285714285,0.2660234856135059,0.6383928571428571,0.126395274065617
Liu2024,16,0,T1,early,6,0.6539026396376472,4.335258257221695,0.5770833333333333,0.1012079816790926,0.696875,0.2462148346295703
Liu2024,16,0,T1,mid,7,1.8994328927299136,10.148601869600146,0.7330357142857142,0.3145595398038862,0.8267857142857143,0.5537989163910656
Liu2024,16,0,T1,late,7,6.3453295884473935,2.9809440716848954,0.9160714285714286,0.6271913115840577,1.06875,0.6339097079688423
Liu2024,16,0,T2,early,6,1.2719479440397834,0.7434180923883669,0.8864583333333332,0.5377230238210209,0.7041666666666666,0.1653463326542872
Liu2024,16,0,T2,mid,7,2.7079026266398043,5.039894824130382,0.9321428571428572,0.4382318950938544,0.6151785714285715,0.1329967584383244
Liu2024,16,0,T2,late,7,4.83911760728685,5.6211009152097455,0.9696428571428573,0.6164271747211457,0.6526785714285716,0.1414551742656684
Liu2024,17,0,T1,early,6,2.355748726753001,3.4113705775143752,0.9822916666666668,0.533956545061383,0.6427083333333333,0.1154371597330003
Liu2024,17,0,T1,mid,7,1.0990420814660873,5.16352900663386,0.7901785714285714,0.2931673009162697,0.6322916666666667,0.1372828145856412
Liu2024,17,0,T1,late,7,16.769877734755656,3.0484588182136423,0.7999999999999999,0.3386389512234443,0.79375,0.3477125506178097
Liu2024,17,0,T2,early,6,4.794890099560195,1.9728150082222,0.8364583333333332,0.4717876114812916,0.5895833333333333,0.0759202798262024
Liu2024,17,0,T2,mid,7,1.0749370675496812,1.2412630719546056,0.8241071428571428,0.3795472598359519,0.6535714285714285,0.092693881201754
Liu2024,17,0,T2,late,7,18.515610388855418,22.30513805576846,0.81875,0.1948843521534905,0.7589285714285714,0.216244765183779
Liu2024,18,0,T1,early,6,1.6120933707024498,1.0473582147567355,0.6833333333333332,0.2890732918405911,0.6625,0.1755942292142123
Liu2024,18,0,T1,mid,7,29.583321055552037,34.317613867852295,0.7276785714285713,0.1198891388418688,0.6395833333333333,0.136295226948301
Liu2024,18,0,T1,late,7,3.435448199297852,9.065177431274522,0.884375,0.3913077366877208,0.8651785714285714,0.6012715056190404
Liu2024,18,0,T2,early,6,0.8766758000033337,36.10391551711555,0.6416666666666667,0.1711886548681178,0.7302083333333335,0.1784414829775358
Liu2024,18,0,T2,mid,7,2.531487079223889,1.5095243534583678,0.6760416666666668,0.1604606270934468,0.7098214285714286,0.1257502992247018
Liu2024,18,0,T2,late,7,0.4786769431885712,2.050665711719613,0.6732142857142858,0.1161949891785531,0.99375,0.4793969425970806
Liu2024,19,0,T1,early,6,1.59948675250031,6.1625275044173256,0.5750000000000001,0.1387725206948407,0.6937500000000001,0.1739177846953362
Liu2024,19,0,T1,mid,7,1.327579353632806,69.76998271317429,0.7589285714285714,0.2809593169038927,0.775892857142857,0.3763580850244422
Liu2024,19,0,T1,late,7,1.5668081170339756,1.3989554807644555,0.8395833333333335,0.2762911608350067,0.8464285714285715,0.291449141430913
Liu2024,19,0,T2,early,6,2.4897671968729167,2.0985688661845545,0.8739583333333333,0.5354784740590003,0.6604166666666668,0.1383810158784634
Liu2024,19,0,T2,mid,7,2.5741687236185715,1.5461410101628428,0.7366071428571429,0.2295042349882699,0.5794642857142858,0.0625637430048387
Liu2024,19,0,T2,late,7,1.89887926524188,1.777111840979953,0.5544642857142857,0.1004851115989887,0.7857142857142857,0.3034532332929052
Liu2024,20,0,T1,early,6,5.173356637671619,3.68551810070108,0.7624999999999998,0.2472768354159631,0.5875,0.1279648389206972
Liu2024,20,0,T1,mid,7,2.247559082393084,2.350222220602403,0.6857142857142858,0.1629702771197551,0.713392857142857,0.2169550997467504
Liu2024,20,0,T1,late,7,74.12168763637166,3.506667563120198,0.7642857142857142,0.3565977983610083,0.6035714285714285,0.0845720016872472
Liu2024,20,0,T2,early,6,2.503941425371529,5.093598996844857,0.85,0.2913018551834734,0.6145833333333334,0.1126542152882981
Liu2024,20,0,T2,mid,7,2.0273103361564333,2.688064280180396,0.8447916666666667,0.406545031758134,0.5616071428571429,0.0813823490364702
Liu2024,20,0,T2,late,7,17.188159930000552,18.26671382909572,0.6458333333333334,0.0973387198851972,0.7321428571428571,0.2371809080918304
Liu2024,21,0,T1,early,6,1.1938162839892468,1.4763945917852763,0.7125,0.1347741165802989,0.6302083333333334,0.1310721347727612
Liu2024,21,0,T1,mid,7,12.140797616795645,2.0039116618864843,0.8098214285714285,0.205527879334346,0.7669642857142858,0.271686907137985
Liu2024,21,0,T1,late,7,0.646379032767605,0.8326856262341453,0.8946428571428571,0.8018980592625098,0.6482142857142856,0.2780816436052622
Liu2024,21,0,T2,early,6,1.8453306396694005,1.3830305002346712,0.9583333333333334,0.5945243488612463,0.5927083333333333,0.0737232178300854
Liu2024,21,0,T2,mid,7,22.82212279339268,7.667762740770612,0.8250000000000001,0.2308998314049994,0.7276785714285714,0.1321971413596885
Liu2024,21,0,T2,late,7,1.031096516885216,3.722626183520107,0.7687499999999999,0.3452645207456368,0.8625,0.3592682294808235
Liu2024,22,0,T1,early,6,1.460032154152347,2.6658328821706525,0.921875,0.5470892437482207,0.7052083333333333,0.2186433271652461
Liu2024,22,0,T1,mid,7,15.38582316517447,1.692163566091493,0.5677083333333334,0.0696360204723261,0.6178571428571428,0.1773574808695933
Liu2024,22,0,T1,late,7,5.033458753275961,7.1461352371546605,0.7330357142857142,0.2802206219013431,0.6928571428571428,0.2713933247791734
Liu2024,22,0,T2,early,6,3.640092788539653,1.313041575173261,0.6989583333333332,0.117726768467876,0.6020833333333333,0.0695658660711
Liu2024,22,0,T2,mid,7,1.0506030479773871,260.47952551339483,0.59375,0.1192424001771182,0.974107142857143,0.611975254184917
Liu2024,22,0,T2,late,7,3.5766174584247867,2.843398582226716,0.7044642857142858,0.2714403192946388,0.6520833333333332,0.264763718037213
Liu2024,23,0,T1,early,6,5.3373237100150845,5.691565948502516,0.8416666666666667,0.1845485294501753,0.8739583333333333,0.4028611324189626
Liu2024,23,0,T1,mid,7,5.04586621497185,7.997681997778642,1.2785714285714287,0.5741244998487093,0.7732142857142857,0.3539590227638199
Liu2024,23,0,T1,late,7,1.384131265064912,0.860378397956887,0.8053571428571429,0.2054347679375402,0.6348214285714285,0.1191889042568945
Liu2024,23,0,T2,early,6,1.6881580380786996,2.7918878945586965,0.8322916666666665,0.218702871907425,0.5656249999999999,0.0349385621484342
Liu2024,23,0,T2,mid,7,0.7559341527098218,0.9636078777352588,0.8160714285714287,0.3691637682047116,0.7625000000000002,0.4022675682037658
Liu2024,23,0,T2,late,7,2.1517373882961,2.0417581389860664,0.6401785714285715,0.1913549298650899,0.5883928571428572,0.0799992028021504
Liu2024,24,0,T1,early,6,8.445993861381005,2.6883860397835573,0.7114583333333334,0.2011495824352834,0.6208333333333333,0.1059841445164742
Liu2024,24,0,T1,mid,7,1.3513008842008574,8.352745293358023,0.7928571428571428,0.1944379655545171,0.71875,0.2339490176451759
Liu2024,24,0,T1,late,7,1.1791561475270618,14.063444474103797,0.6955357142857143,0.1484937125034633,0.8285714285714285,0.3293977381494281
Liu2024,24,0,T2,early,6,1.5084315468434906,1.296444675078338,1.053125,0.6494363541756805,0.9333333333333332,0.5208624991833791
Liu2024,24,0,T2,mid,7,2.1588697195092266,4.931317182851359,0.7321428571428571,0.2963209787527363,0.6041666666666666,0.0876239201867212
Liu2024,24,0,T2,late,7,1.7569208416044624,4.692799867112527,1.0723214285714284,0.5890448642003564,0.8276785714285714,0.3672389917217619
Liu2024,25,0,T1,early,6,26.796501537604797,2.994565675198006,0.84375,0.4639616543063302,0.7697916666666668,0.3070655948065313
Liu2024,25,0,T1,mid,7,2.0952452511779294,1.0154325592791804,1.059375,0.5952913108652491,0.6705357142857142,0.1849141416872121
Liu2024,25,0,T1,late,7,1.5556303121407786,4.17422554074326,1.050892857142857,0.796738808890239,0.6151785714285714,0.0917255917597344
Liu2024,25,0,T2,early,6,2.152441578375957,1.2324464092423275,0.6458333333333334,0.1884581997567512,0.9354166666666668,0.3525329968795671
Liu2024,25,0,T2,mid,7,2.5867561301582844,1.3526152405967866,0.9125,0.3457894048405763,1.07875,0.6206171323771202
Liu2024,25,0,T2,late,7,2.7810745481281924,1.6386356731226357,0.9848214285714284,0.5421709125998809,0.6071428571428571,0.0725360571842496
Liu2024,26,0,T1,early,6,3.66078631585422,5.224667674727106,1.0012500000000002,0.2369533181873594,0.7739583333333333,0.2643145780704416
Liu2024,26,0,T1,mid,7,2.9881448148415632,17.076841135587166,0.80625,0.1910380478184534,0.625,0.0948546036486017
Liu2024,26,0,T1,late,7,23.02267740354941,12.698628753639264,0.8848214285714286,0.3409849366772913,0.6892857142857143,0.2130170779778092
Liu2024,26,0,T2,early,6,2.5222602232337388,5.172163890487818,0.7864583333333334,0.2872149099783799,0.6114583333333333,0.0921683713675985
Liu2024,26,0,T2,mid,7,2.522521414395278,4.863131444578441,0.9151785714285714,0.7235426943949091,0.6473214285714286,0.2162705693886097
Liu2024,26,0,T2,late,7,4.785866094609859,3.1509661698265687,0.682142857142857,0.2263212341350412,0.7196428571428573,0.1096579794131717
Liu2024,27,0,T1,early,6,3.3164977829943934,1.2912799751872632,0.8406250000000001,0.4326178488285013,0.6791666666666667,0.2099933861392358
Liu2024,27,0,T1,mid,7,1.819376322418538,1.7780308070793314,1.1041666666666667,0.4384612455951939,0.9098214285714288,0.8277272100056114
Liu2024,27,0,T1,late,7,1.953599877626033,0.6534359401170192,0.9285714285714286,0.4159066197195358,1.0776785714285717,0.8590696349860714
Liu2024,27,0,T2,early,6,0.8984597224567928,0.8309078858389558,0.9125,0.412064163692986,0.94875,0.5140586056083488
Liu2024,27,0,T2,mid,7,0.830904981200607,1.1156933171651773,0.7187499999999999,0.2483876578484297,0.7482142857142857,0.2321462911833917
Liu2024,27,0,T2,late,7,1.6207974119010622,1.5728316019088373,0.8883928571428571,0.2863803619920435,0.6133928571428572,0.177326014183262
Liu2024,28,0,T1,early,6,4.688066533166521,3.651143087820844,0.7604166666666666,0.278333645209406,0.8166666666666668,0.2630368188211596
Liu2024,28,0,T1,mid,7,3.0275333576215315,98.2476210583076,0.8017857142857142,0.4211182271340078,0.6241071428571427,0.0922455822735137
Liu2024,28,0,T1,late,7,35.12424770770876,4.145499405720663,0.6,0.1172603939955857,0.6125,0.1804322686534439
Liu2024,28,0,T2,early,6,0.6752644929548247,2.3929115745951144,0.6729166666666667,0.3346847604670533,0.6697916666666667,0.1150416968489638
Liu2024,28,0,T2,mid,7,3.0014781557314354,7.477549547873862,0.8848214285714286,0.2362952796474645,0.84375,0.3201736415045525
Liu2024,28,0,T2,late,7,6.207534098438872,3.131925294824976,0.9276785714285714,0.5525494598787016,0.7044642857142857,0.3117439834615735
Liu2024,29,0,T1,early,6,1.3088656980083375,0.9917631162595004,0.5958333333333333,0.1110828957230689,0.6958333333333333,0.2006391696276898
Liu2024,29,0,T1,mid,7,0.926741026739327,0.5244453353203428,1.1,0.3222641256278252,0.8767857142857143,0.5847171390108735
Liu2024,29,0,T1,late,7,12.020767006176037,2.24121057254716,0.7964285714285714,0.3766312310253539,0.6901785714285714,0.2150803717835047
Liu2024,29,0,T2,early,6,34.76750901556372,3.1321835712127197,0.8697916666666666,0.3340568320119929,0.6843750000000001,0.2177282686247547
Liu2024,29,0,T2,mid,7,2.8481072851194984,2.9839645228327205,1.1741071428571428,0.664891476874541,0.6223214285714286,0.0995445623726338
Liu2024,29,0,T2,late,7,2.14109716111961,2.1890535676376937,0.9008928571428572,0.3719733299085638,0.625,0.1322383422713196
Liu2024,30,0,T1,early,6,1.8146657492037024,4.345479898118008,0.7010416666666667,0.4411811895512872,0.6145833333333333,0.1687757182048281
Liu2024,30,0,T1,mid,7,19.50162409309239,2.3229724230588102,0.7544642857142857,0.2531655453795933,0.8571428571428571,0.3487770178255232
Liu2024,30,0,T1,late,7,0.7168556681312592,1.3734953376118306,0.7635416666666668,0.2853957565333133,0.8607142857142858,0.4593123048290203
Liu2024,30,0,T2,early,6,15.013758168262868,1.3018418805562055,0.9083333333333332,0.535116647460055,0.6989583333333332,0.2618895845845895
Liu2024,30,0,T2,mid,7,143.54743495410952,1.875116327799832,0.9044642857142856,0.4465606947343581,0.6580357142857143,0.1770515677791677
Liu2024,30,0,T2,late,7,12.018080293953828,278.6918343106767,0.6107142857142858,0.0892499928542842,0.6062500000000001,0.0888291900221993
Liu2024,31,0,T1,early,6,1.1281567195105202,2.13241662023402,0.653125,0.1107355850287822,0.6125,0.1573709789001771
Liu2024,31,0,T1,mid,7,156.4620212561685,8.838492896571752,0.5651785714285714,0.0956566324231133,0.5848214285714286,0.1016524817248271
Liu2024,31,0,T1,late,7,1.7582938515445885,6.549546635509364,0.7017857142857142,0.2796425150517885,1.042857142857143,0.5123086377430333
Liu2024,31,0,T2,early,6,0.9374622774060142,2.76124033901318,0.8885416666666668,0.4129009520218566,0.6572916666666667,0.1271388198540826
Liu2024,31,0,T2,mid,7,1.4755662433644945,2.490256256842967,0.625,0.1525453679588937,0.5830357142857142,0.0393465438152333
Liu2024,31,0,T2,late,7,2.4093812075462795,3.122882425799292,0.5964285714285714,0.1972992068935309,0.6089285714285715,0.0881264021454526
Liu2024,32,0,T1,early,6,5.670144505384913,8.81484036041586,1.0229166666666665,0.4140385868356823,0.6687500000000001,0.1558327762913395
Liu2024,32,0,T1,mid,7,0.9557735330116056,2.86275490386215,1.1802083333333335,0.6263674277242463,0.6901785714285714,0.1393486579389545
Liu2024,32,0,T1,late,7,2.7703996791233467,3.6132921214508986,1.0785714285714283,0.6070167936351529,0.6571428571428571,0.0967916445204832
Liu2024,32,0,T2,early,6,2.660071856463184,8.618207818571877,0.7083333333333334,0.1752849862050053,0.9291666666666668,0.4528219772223467
Liu2024,32,0,T2,mid,7,2.099544122429269,1.1760769909675015,0.6866071428571427,0.168383483302192,0.6205357142857143,0.1739032689134264
Liu2024,32,0,T2,late,7,0.7022784667899005,5.355291519190615,0.8062499999999999,0.3270567929784265,1.217857142857143,0.9459230455820734
Liu2024,33,0,T1,early,6,3.654461372568967,33.7698998156938,1.1104166666666666,0.6404716957489656,0.6729166666666666,0.1146022711622922
Liu2024,33,0,T1,mid,7,1.4694567378495875,0.8956470119272317,0.7089285714285714,0.1885345607899117,0.6517857142857142,0.1900338986945782
Liu2024,33,0,T1,late,7,0.9342989701938762,8.45501792425083,0.6901785714285715,0.1905952009160904,0.6732142857142858,0.1689883992516428
Liu2024,33,0,T2,early,6,5.780037595219516,1.4305488579098593,0.6812500000000001,0.1629800601300662,0.6510416666666666,0.1501915732674625
Liu2024,33,0,T2,mid,7,1.2513361486386658,6.306719553814316,0.6580357142857143,0.165451030118724,0.7616071428571429,0.3384317259998909
Liu2024,33,0,T2,late,7,14.90579398750086,4.878197128376261,0.7410714285714286,0.2436665869836176,0.7982142857142858,0.3098407260354973
Liu2024,34,0,T1,early,6,4.339706135384643,1.9527529589063264,0.7312500000000001,0.2472241729011681,0.5822916666666668,0.0809623647992626
Liu2024,34,0,T1,mid,7,5.159938672493757,2.553764879841017,0.7973214285714286,0.5124331091240404,0.5770833333333334,0.0391422796417832
Liu2024,34,0,T1,late,7,3.580442553510325,15.524571137004,1.082142857142857,0.4765181164511192,0.7892857142857143,0.2744050847018037
Liu2024,34,0,T2,early,6,1.2663693577454302,2.4257346683865872,1.00625,0.5814045493458061,0.525,0.0336572800445906
Liu2024,34,0,T2,mid,7,2.491397522084154,4.16143158083601,0.6535714285714285,0.1032322030913902,0.6,0.077127561314265
Liu2024,34,0,T2,late,7,2.3441851536615945,2.1942458822636026,0.7464285714285713,0.5132492035044568,0.7705357142857144,0.3720226190457143
Liu2024,35,0,T1,early,6,4.00185706444693,2.3708422902319164,0.934375,0.2747572318581138,0.7520833333333333,0.3022628776780606
Liu2024,35,0,T1,mid,7,12.551536213445912,1.0033445226437383,1.0178571428571428,0.7649436003619443,0.6803571428571428,0.1600930453307242
Liu2024,35,0,T1,late,7,3.713738070441574,1.4071942698945603,0.6196428571428572,0.1524512719071981,0.74375,0.2958417168496888
Liu2024,35,0,T2,early,6,1.4680356508499628,3.598873464767668,0.8302083333333333,0.5033535540226394,0.6593749999999999,0.2162882312062617
Liu2024,35,0,T2,mid,7,0.9323048692432898,1.197790294992198,1.1919642857142858,0.4861670683698628,1.0794642857142858,0.336849808323156
Liu2024,35,0,T2,late,7,1.4601575384230976,1.763950542872327,0.9982142857142858,0.3481891016534034,0.9114583333333334,0.3562941614928441
Liu2024,36,0,T1,early,6,4.589554958809755,2.422799643350849,0.9104166666666664,0.3933309057128474,0.5489583333333333,0.0510841659801634
